5840,199.3,25.86
8761,295,220.7
8014,261.5,177.8
8614,281.4,186.9
6781,218.8,167
8182,261.2,132
8485,279.7,83.83
9230,313.7,168.8
7710,250,29.97
6049,203.8,38.23
6054,199.4,5.177
8326,275.3,247.1
8861,294.9,247.6
8524,280.4,30.93
7195,237.9,119.5
9230,313.7,168.8
8004,258.2,73.23
9502,312.7,193.5
6184,200.5,143.7
6403,218.1,109.5
9111,289.7,67.69
9430,311.2,195
9062,293.4,230.2
7232,229.2,185.9
6580,210.3,106.2
8884,300.1,242.2
9131,290.8,63.39
6844,226.6,135.2
6604,220.3,244.6
7188,233.5,70.59
8948,297.5,64.54
9158,296.6,236.1
7930,268,16.42
8196,265.7,77.34
6982,229.9,151.4
8393,282.2,50.77
9057,293.7,163.4
7532,248.2,203.6
7719,249.1,127.8
7294,254.6,166.3
6830,227.2,203.1
8577,281.1,57.84
9557,308.4,154.8
9274,306.4,29.77
8520,286.9,129.8
7157,225.4,214.5
8494,279.5,237.8
6350,208.8,130.1
6488,209.3,71.13
6453,216,168.2
6756,211.8,236.6
8190,266.8,131.6
5921,199.3,249.8
9113,296.5,49.4
8659,283.6,28.39
9518,310.5,75.21
7864,256.4,103.1
8479,275.6,106.4
9579,305.5,79.79
8014,261.5,177.8
7163,226.8,25.36
9455,316.3,104.1
6113,198.4,77.11
7197,234.5,76.9
9429,315.8,28.05
7200,239.5,151.9
6803,230.9,72.88
6630,208.5,39.03
9541,310,0.3973
6341,208.1,72.84
7192,234.1,142.4
9248,306.7,223.9
7445,255.8,12.38
8609,272.1,232.6
8189,268.2,34.05
8407,282.5,213.8
5989,196,203.3
8026,259.6,234.1
5949,196.1,34.82
9063,299.9,130.3
7166,235.9,103.9
9043,300.1,43.24
6336,223.4,149.9
7894,267,154.9
9657,311.7,54.29
6261,198.7,132.9
5985,199.9,252.2
6106,193.6,126.4
8436,278.1,177.2
7897,265.7,105.8
5829,207.5,8.843
9189,293.6,73.23
7878,271.8,204.9
5968,199.7,88.06
6255,201.4,20.31
6350,208.8,130.1
8720,293,95.27
5906,204.3,190
7092,224.1,135.4
7269,224.1,206.3
